A,B,C,D,E,Time
0,98.2,305,659.8,59.2,2020-01-25 01:42:19
0,98.16,303,659.8,60.5,2020-01-25 01:42:23
0,98.4,304,659.8,59.4,2020-01-25 01:42:28
0,98.4,304,659.8,60.2,2020-01-25 01:42:32
0,98.48,304,659.8,59.2,2020-01-25 01:42:39
0,98.44,306,659.8,59.9,2020-01-25 01:42:43
0,98.44,304,659.8,59.4,2020-01-25 01:42:47
0,98.4,305,659.8,56.8,2020-01-25 01:42:52
0,98.32,304,659.8,61.3,2020-01-25 01:42:56
0,98.32,308,659.8,59.2,2020-01-25 01:43:00
0,98.48,295,659.8,59.2,2020-01-25 01:43:04
0,98.56,304,659.8,59.7,2020-01-25 01:43:08
0,98.56,304,659.8,59.4,2020-01-25 01:43:13
0,98.56,306,659.8,60.7,2020-01-25 01:43:17
0,98.6,304,659.8,59.2,2020-01-25 01:43:21
0,98.48,308,659.8,59.2,2020-01-25 01:43:26
0,98.56,304,659.8,56.8,2020-01-25 01:43:30
0,98.48,311,659.8,59.7,2020-01-25 01:43:34
0,98.56,307,659.8,59.2,2020-01-25 01:43:38
0,98.6,302,659.8,59.2,2020-01-25 01:43:43
0,98.64,304,659.8,60.4,2020-01-25 01:43:47
0,98.56,307,659.8,61.7,2020-01-25 01:43:51
0,98.6,304,659.8,59.2,2020-01-25 01:43:55
0,98.4,304,659.8,60.7,2020-01-25 01:44:00
0,98.52,305,659.8,59.4,2020-01-25 01:44:04
0,98.64,306,659.8,59.6,2020-01-25 01:44:08
0,98.68,305,659.8,59.6,2020-01-25 01:44:12
0,98.68,304,659.8,59.4,2020-01-25 01:44:16
0,98.64,304,659.8,60.2,2020-01-25 01:44:21
0,98.64,304,659.8,59.9,2020-01-25 01:44:25
0,98.64,304,659.8,60.5,2020-01-25 01:44:29
0,98.48,304,659.8,59.6,2020-01-25 01:44:33
0,98.6,311,659.8,59.2,2020-01-25 01:44:38
0,98.68,304,659.8,62,2020-01-25 01:44:42
0,98.64,304,659.8,61.3,2020-01-25 01:44:46
0,98.64,304,659.8,59.7,2020-01-25 01:44:50
0,98.6,304,659.8,60.2,2020-01-25 01:44:54
0,98.56,304,659.8,59.4,2020-01-25 01:44:59
1,98.56,304,659.8,60.2,2020-01-25 01:45:03
1,98.6,305,659.8,60.2,2020-01-25 01:45:07
0,98.56,305,659.8,59.9,2020-01-25 01:45:11
0,98.6,304,659.8,59.6,2020-01-25 01:45:15
0,98.6,304,659.8,59.4,2020-01-25 01:45:20
0,98.68,304,659.8,60.2,2020-01-25 01:45:24
0,98.72,305,659.8,59.7,2020-01-25 01:45:28
0,98.64,307,659.8,59.6,2020-01-25 01:45:32
0,98.56,305,659.8,58.8,2020-01-25 01:45:37
0,98.6,307,659.8,60.1,2020-01-25 01:45:41
0,98.6,306,659.8,61.2,2020-01-25 01:45:45
0,98.56,313,659.8,60.9,2020-01-25 01:45:49
1,98.68,304,659.8,59.4,2020-01-25 01:45:54
0,98.72,304,659.8,59.7,2020-01-25 01:45:58
0,98.6,304,659.8,58.4,2020-01-25 01:46:02
0,98.52,311,659.8,57,2020-01-25 01:46:06
0,98.6,304,659.8,59.2,2020-01-25 01:46:12
0,98.68,303,659.8,60.4,2020-01-25 01:46:16
0,98.56,305,659.8,59.7,2020-01-25 01:46:20
0,98.64,304,659.8,59.6,2020-01-25 01:46:24
0,98.64,310,659.8,63.8,2020-01-25 01:46:29
0,98.52,304,659.8,59.2,2020-01-25 01:46:34
0,98.44,308,659.8,59.4,2020-01-25 01:46:38
0,98.44,304,659.8,59.9,2020-01-25 01:46:43
0,98.4,307,659.8,59.2,2020-01-25 01:46:47
0,98.44,303,659.8,59.1,2020-01-25 01:46:51
0,98.4,305,659.8,59.4,2020-01-25 01:46:55
0,98.4,306,659.8,61.2,2020-01-25 01:46:59
1,98.4,307,659.8,61.8,2020-01-25 01:47:04
0,98.48,302,659.8,59.4,2020-01-25 01:47:08
0,98.52,304,659.8,59.4,2020-01-25 01:47:15
1,98.52,305,659.8,59.2,2020-01-25 01:47:19
0,98.48,304,659.8,61,2020-01-25 01:47:23
1,98.52,304,659.8,59.7,2020-01-25 01:47:27
0,98.48,304,659.8,59.9,2020-01-25 01:47:32
0,98.52,304,659.8,60.1,2020-01-25 01:47:36
0,98.44,310,659.8,59.6,2020-01-25 01:47:40
0,98.4,311,659.8,59.6,2020-01-25 01:47:44
1,98.52,306,659.8,59.6,2020-01-25 01:47:49
0,98.48,304,659.8,60.7,2020-01-25 01:47:53
1,98.36,303,659.8,59.4,2020-01-25 01:47:57
0,98.36,303,659.8,59.4,2020-01-25 01:48:01
0,98.48,308,659.8,59.2,2020-01-25 01:48:06
1,98.4,311,659.8,59.6,2020-01-25 01:48:10
1,98.44,305,659.8,59.9,2020-01-25 01:48:14
0,98.56,303,659.8,60.7,2020-01-25 01:48:18
0,98.52,304,659.8,59.6,2020-01-25 01:48:22
1,98.44,309,659.8,60.7,2020-01-25 01:48:27
0,98.4,304,659.8,60.4,2020-01-25 01:48:31
0,98.52,304,659.8,62.1,2020-01-25 01:48:35
0,98.48,304,659.8,60.2,2020-01-25 01:48:39
0,98.48,309,659.8,61.8,2020-01-25 01:48:44
0,98.48,301,659.8,57.5,2020-01-25 01:48:48
0,98.52,304,659.8,59.7,2020-01-25 01:48:52
0,98.56,304,659.8,59.7,2020-01-25 01:48:56
1,98.64,304,659.8,58.6,2020-01-25 01:49:01
1,98.64,304,659.8,59.4,2020-01-25 01:49:05
0,98.6,304,659.8,60.9,2020-01-25 01:49:09
0,98.68,306,659.8,60.7,2020-01-25 01:49:13
0,98.56,304,659.8,61.5,2020-01-25 01:49:18
0,98.56,305,659.8,60.4,2020-01-25 01:49:22
0,98.48,305,659.8,59.2,2020-01-25 01:49:26
1,98.6,304,659.8,59.2,2020-01-25 01:49:30
1,98.52,304,659.8,59.6,2020-01-25 01:49:35
0,98.56,306,659.8,58.4,2020-01-25 01:49:39
0,98.52,304,659.8,61.2,2020-01-25 01:49:43
0,98.44,306,659.8,60.9,2020-01-25 01:49:47
0,98.56,306,659.8,61.3,2020-01-25 01:49:51
0,98.52,304,659.8,59.7,2020-01-25 01:49:56
1,98.48,305,659.8,59.4,2020-01-25 01:50:00
1,98.56,304,659.8,59.6,2020-01-25 01:50:04
0,98.48,304,659.8,60.9,2020-01-25 01:50:08
0,98.6,310,659.8,59.7,2020-01-25 01:50:12
0,98.52,304,659.8,60.2,2020-01-25 01:50:17
0,98.52,307,659.8,61.7,2020-01-25 01:50:21
1,98.44,304,659.8,59.7,2020-01-25 01:50:25
1,98.52,311,659.8,60.2,2020-01-25 01:50:29
1,98.2,304,659.8,59.9,2020-01-25 01:50:33
1,97.96,304,659.8,58.4,2020-01-25 01:50:38
1,97.96,304,659.8,56.2,2020-01-25 01:50:42
0,98.12,304,659.8,58.1,2020-01-25 01:50:46
0,98.44,314,659.8,60.1,2020-01-25 01:50:50
0,98.28,306,659.8,59.6,2020-01-25 01:50:55
0,98.28,309,659.8,60.2,2020-01-25 01:50:59
1,98.32,304,659.8,60.5,2020-01-25 01:51:03
1,98.2,305,659.8,60.2,2020-01-25 01:51:07
0,98.2,304,659.8,60.2,2020-01-25 01:51:12
0,98.2,304,659.8,60.2,2020-01-25 01:51:16
1,98.2,307,659.8,61,2020-01-25 01:51:20
0,98,305,659.8,60.1,2020-01-25 01:51:24
0,98.08,304,659.8,59.7,2020-01-25 01:51:28
1,98.08,306,659.8,59.7,2020-01-25 01:51:33
0,98,304,659.8,59.9,2020-01-25 01:51:37
0,98,305,659.8,59.7,2020-01-25 01:51:41
0,98.08,304,659.8,59.9,2020-01-25 01:51:45
1,98.04,305,659.8,59.9,2020-01-25 01:51:50
1,97.88,305,659.8,59.2,2020-01-25 01:51:54
1,97.84,304,659.8,59.4,2020-01-25 01:51:58
0,97.88,304,659.8,61.2,2020-01-25 01:52:02
0,98.08,304,659.8,60.1,2020-01-25 01:52:06
1,98.12,304,659.8,59.9,2020-01-25 01:52:11
1,98.12,305,659.8,63.3,2020-01-25 01:52:15
0,98.16,304,659.8,60.5,2020-01-25 01:52:19
0,98.16,306,659.8,64.6,2020-01-25 01:52:23
0,98.16,306,659.8,59.9,2020-01-25 01:52:27
1,98.12,306,659.8,59.2,2020-01-25 01:52:32
0,98.04,304,659.8,60.4,2020-01-25 01:52:36
0,98.08,313,659.8,59.7,2020-01-25 01:52:40
1,98,304,659.8,61,2020-01-25 01:52:44
0,98.08,307,659.8,60.9,2020-01-25 01:52:48
0,97.96,303,659.8,60.2,2020-01-25 01:52:53
0,97.8,305,659.8,60.2,2020-01-25 01:52:57
0,97.84,304,659.8,60.2,2020-01-25 01:53:01
0,97.92,306,659.8,61,2020-01-25 01:53:05
0,98.04,310,659.8,60.2,2020-01-25 01:53:09
0,97.88,309,659.8,61.2,2020-01-25 01:53:14
0,97.8,305,659.8,60.2,2020-01-25 01:53:19
0,97.76,304,659.8,61,2020-01-25 01:53:23
0,97.8,304,659.8,59.7,2020-01-25 01:53:28
0,97.88,306,659.8,59.6,2020-01-25 01:53:32
1,97.8,306,659.8,59.9,2020-01-25 01:53:36
0,97.76,304,659.8,60.1,2020-01-25 01:53:40
0,97.84,307,659.8,59.9,2020-01-25 01:53:44
0,97.8,305,659.8,60.1,2020-01-25 01:53:49
1,97.84,310,659.8,59.7,2020-01-25 01:53:53
0,98.08,305,659.8,60.1,2020-01-25 01:53:57
0,98.16,305,659.8,61.8,2020-01-25 01:54:02
0,98.08,304,659.8,59.6,2020-01-25 01:54:06
0,98.04,304,659.8,59.6,2020-01-25 01:54:10
0,97.96,313,659.8,60.7,2020-01-25 01:54:14
0,97.96,311,659.8,59.4,2020-01-25 01:54:19
1,97.84,304,659.8,59.9,2020-01-25 01:54:23
0,97.88,305,659.8,60.4,2020-01-25 01:54:27
1,98,305,659.8,60.9,2020-01-25 01:54:31
0,98.08,304,659.8,59.7,2020-01-25 01:54:35
0,97.96,305,659.8,59.9,2020-01-25 01:54:40
1,97.96,304,659.8,59.2,2020-01-25 01:54:44
0,98.28,304,659.8,60.9,2020-01-25 01:54:48
0,98.16,304,659.8,60.9,2020-01-25 01:54:52
0,98.12,304,659.8,60.1,2020-01-25 01:54:57
1,98,305,659.8,61.5,2020-01-25 01:55:01
0,98.24,304,659.8,60.1,2020-01-25 01:55:05
0,98.08,304,659.8,60.1,2020-01-25 01:55:09
0,98.04,304,659.8,59.6,2020-01-25 01:55:14
1,98.2,305,659.8,62,2020-01-25 01:55:18
1,98.12,306,659.8,60.1,2020-01-25 01:55:22
0,98.2,304,659.8,60.1,2020-01-25 01:55:26
0,98.2,305,659.8,59.7,2020-01-25 01:55:31
1,98.24,306,659.8,61.3,2020-01-25 01:55:35
0,98.16,305,659.8,59.6,2020-01-25 01:55:39
0,98.16,315,659.8,60.1,2020-01-25 01:55:44
0,98.2,310,659.8,61,2020-01-25 01:55:48
1,98.24,304,659.8,59.6,2020-01-25 01:55:52
0,98.24,304,659.8,64.1,2020-01-25 01:55:56
0,98.24,307,659.8,59.6,2020-01-25 01:56:01
1,98.2,317,659.8,61,2020-01-25 01:56:05
1,98.08,304,659.8,59.7,2020-01-25 01:56:09
0,98.04,304,659.8,60.9,2020-01-25 01:56:13
0,98.08,312,659.8,61.3,2020-01-25 01:56:18
1,98.08,309,659.8,59.7,2020-01-25 01:56:22
0,98.08,302,659.8,60.1,2020-01-25 01:56:26
0,98.16,305,659.8,61.8,2020-01-25 01:56:30
1,98.12,306,659.8,61,2020-01-25 01:56:35
1,98.04,304,659.8,60.7,2020-01-25 01:56:41
0,98.12,304,659.8,60.5,2020-01-25 01:56:45
0,98.52,304,659.8,59.7,2020-01-25 01:56:49
1,98.48,304,659.8,60.9,2020-01-25 01:56:56
1,98.4,304,659.8,59.4,2020-01-25 01:57:00
0,98.28,306,659.8,62.3,2020-01-25 01:57:04
0,98.2,304,659.8,59.2,2020-01-25 01:57:09
1,98.2,306,659.8,61.2,2020-01-25 01:57:13
1,98.2,308,659.8,60.9,2020-01-25 01:57:18
1,98.44,307,659.8,61.8,2020-01-25 01:57:22
1,98.48,306,659.8,63.3,2020-01-25 01:57:27
1,98.32,304,659.8,59.7,2020-01-25 01:57:32
1,98.4,304,659.8,59.4,2020-01-25 01:57:37
1,98.28,303,659.8,60.1,2020-01-25 01:57:41
0,98.36,304,659.8,61.2,2020-01-25 01:57:46
0,98.44,308,659.8,64.9,2020-01-25 01:57:50
1,98.44,306,659.8,60.4,2020-01-25 01:57:54
1,98.2,303,659.8,59.7,2020-01-25 01:57:58
1,98.28,304,659.8,59.9,2020-01-25 01:58:04
1,98.16,289,659.8,59.6,2020-01-25 01:58:15
1,98.16,304,659.8,60.7,2020-01-25 01:58:21
1,98.36,305,659.8,59.4,2020-01-25 01:58:32
1,98.04,307,659.8,60.1,2020-01-25 01:58:42
0,98.28,304,659.8,61.3,2020-01-25 01:58:46
0,98.16,311,659.8,59.4,2020-01-25 01:58:51
0,98.24,306,659.8,60.2,2020-01-25 01:58:55
0,98.16,307,659.8,61.7,2020-01-25 01:58:59
1,98.24,304,659.8,60.1,2020-01-25 01:59:03
0,98.2,304,659.8,60.4,2020-01-25 01:59:08
0,98.16,310,659.8,60.2,2020-01-25 01:59:12
1,98.36,304,659.8,60.4,2020-01-25 01:59:18
1,98.36,304,659.8,60.2,2020-01-25 01:59:26
1,98.52,304,659.8,60.7,2020-01-25 01:59:31
0,98.44,309,659.8,63,2020-01-25 01:59:35
0,98.44,302,659.8,62.8,2020-01-25 01:59:39
0,98.36,306,659.8,60.5,2020-01-25 01:59:43
1,98.44,307,659.8,60.7,2020-01-25 01:59:54
1,98.36,304,659.8,59.7,2020-01-25 02:00:02
1,98.4,309,659.8,60.2,2020-01-25 02:00:11
1,98.44,303,659.8,61.2,2020-01-25 02:00:19
1,98.48,304,659.8,60.7,2020-01-25 02:00:28
1,98.64,304,659.8,59.2,2020-01-25 02:00:34
1,98.56,303,659.8,60.7,2020-01-25 02:00:41
0,98.48,304,659.8,61.8,2020-01-25 02:00:46
0,98.56,311,659.8,63.6,2020-01-25 02:00:50
1,98.44,310,659.8,62.6,2020-01-25 02:00:56
1,98.32,304,659.8,59.7,2020-01-25 02:01:00
1,98.44,304,659.8,61.8,2020-01-25 02:01:07
1,98.4,305,659.8,61.5,2020-01-25 02:01:11
1,98.36,304,659.8,59.4,2020-01-25 02:01:15
1,98.36,307,659.8,62,2020-01-25 02:01:30
1,98.52,305,659.8,60.4,2020-01-25 02:01:33
1,98.52,307,659.8,61.8,2020-01-25 02:01:41
1,98.52,305,659.8,60.2,2020-01-25 02:01:47
1,98.52,304,659.8,60.7,2020-01-25 02:01:51
1,98.4,305,659.8,60.4,2020-01-25 02:01:57
1,98.4,307,659.8,59.6,2020-01-25 02:02:01
1,98.24,304,659.8,60.2,2020-01-25 02:02:07
1,98.36,304,659.8,60.7,2020-01-25 02:02:11
1,98.56,304,659.8,59.9,2020-01-25 02:02:15
1,98.52,303,659.8,61.3,2020-01-25 02:02:20
1,98.48,304,659.8,61.5,2020-01-25 02:02:26
1,98.56,304,659.8,60.2,2020-01-25 02:02:31
0,98.4,304,659.8,60.4,2020-01-25 02:02:35
0,98.36,305,659.8,61.8,2020-01-25 02:02:41
1,98.48,305,659.8,63.3,2020-01-25 02:02:45
0,98.44,304,659.8,57.8,2020-01-25 02:02:49
0,98.52,307,659.8,59.4,2020-01-25 02:02:54
1,98.52,305,659.8,60.7,2020-01-25 02:02:58
1,98.44,309,659.8,62.8,2020-01-25 02:03:02
0,98.48,306,659.8,63,2020-01-25 02:03:07
0,98.24,314,659.8,59.9,2020-01-25 02:03:11
1,98.32,305,659.8,61,2020-01-25 02:03:15
1,98.32,307,659.8,60.5,2020-01-25 02:03:21
1,98.44,307,659.8,61.3,2020-01-25 02:03:25
1,98.32,304,659.8,60.9,2020-01-25 02:03:30
0,98.36,304,659.8,61.5,2020-01-25 02:03:34
1,98.44,304,659.8,61,2020-01-25 02:03:38
1,98.32,306,659.8,60.9,2020-01-25 02:03:43
0,98.4,305,659.8,60.2,2020-01-25 02:03:47
1,98.36,308,659.8,60.9,2020-01-25 02:03:54
1,98.4,313,659.8,59.9,2020-01-25 02:03:58
1,98.44,305,659.8,61.8,2020-01-25 02:04:03
0,98.48,309,659.8,59.6,2020-01-25 02:04:07
1,98.32,305,659.8,61.8,2020-01-25 02:04:11
0,98.44,304,659.8,62.3,2020-01-25 02:04:16
0,98.32,307,659.8,60.4,2020-01-25 02:04:20
1,98.44,309,659.8,60.9,2020-01-25 02:04:24
0,98.28,310,659.8,60.4,2020-01-25 02:04:29
1,98.32,306,659.8,61.8,2020-01-25 02:04:34
0,98.4,305,659.8,60.2,2020-01-25 02:04:38
1,98.32,310,659.8,62.1,2020-01-25 02:04:43
1,98.36,310,659.8,60.5,2020-01-25 02:04:47
1,98.04,307,659.8,61,2020-01-25 02:04:52
1,98.08,307,659.8,60.7,2020-01-25 02:04:58
0,98.24,304,659.8,61.7,2020-01-25 02:05:02
0,98.32,307,659.8,61.8,2020-01-25 02:05:07
1,98.4,309,659.8,60.2,2020-01-25 02:05:12
1,98.4,304,659.8,61.3,2020-01-25 02:05:16
1,98.16,306,659.8,61,2020-01-25 02:05:21
1,98.28,305,659.8,60.2,2020-01-25 02:05:25
0,98.4,305,659.8,60.4,2020-01-25 02:05:29
0,98.4,304,659.8,62.5,2020-01-25 02:05:34
0,98.48,309,659.8,59.7,2020-01-25 02:05:38
1,98.44,310,659.8,60.4,2020-01-25 02:05:43
1,98.44,305,659.8,63.9,2020-01-25 02:05:48
0,98.4,310,659.8,61.7,2020-01-25 02:05:52
0,98.36,309,659.8,60.2,2020-01-25 02:05:57
1,98.24,307,659.8,59.6,2020-01-25 02:06:02
1,98.4,306,659.8,64.2,2020-01-25 02:06:06
1,98.32,306,659.8,61.3,2020-01-25 02:06:11
1,98.32,304,659.8,60.5,2020-01-25 02:06:15
1,98.32,304,659.8,61,2020-01-25 02:06:19
1,98.4,313,659.8,60.5,2020-01-25 02:06:24
1,98.04,302,659.8,61,2020-01-25 02:06:29
1,98.2,304,659.8,61.3,2020-01-25 02:06:34
1,98.24,309,659.8,61.7,2020-01-25 02:06:38
1,98.28,306,659.8,61,2020-01-25 02:06:42
1,98.12,315,659.8,60.4,2020-01-25 02:06:46
1,98.24,306,659.8,60.1,2020-01-25 02:06:51
1,98.4,304,659.8,60.2,2020-01-25 02:06:55
1,98.4,315,659.8,60.9,2020-01-25 02:07:00
1,98.4,304,659.8,60.2,2020-01-25 02:07:05
1,98.28,307,659.8,59.2,2020-01-25 02:07:09
1,98.32,306,659.8,60.4,2020-01-25 02:07:14
1,98.4,308,659.8,59.6,2020-01-25 02:07:18
1,98.32,307,659.8,59.4,2020-01-25 02:07:22
0,98.36,305,659.8,61.8,2020-01-25 02:07:27
0,98.36,311,659.8,60.9,2020-01-25 02:07:32
1,98.2,304,659.8,60.1,2020-01-25 02:07:36
1,98.16,302,659.8,60.9,2020-01-25 02:07:41
1,98.16,305,659.8,61.5,2020-01-25 02:07:45
0,98.12,308,659.8,62,2020-01-25 02:07:50
1,98.32,306,659.8,59.9,2020-01-25 02:07:54
1,98.24,320,659.8,61,2020-01-25 02:08:00
1,98.32,302,659.8,61,2020-01-25 02:08:04
1,98.32,306,659.8,62.5,2020-01-25 02:08:09
0,98.16,317,659.8,60.2,2020-01-25 02:08:13
0,98.12,313,659.8,60.7,2020-01-25 02:08:17
1,98.2,307,659.8,61.7,2020-01-25 02:08:21
1,98.16,307,659.8,64.4,2020-01-25 02:08:26
1,98.32,316,659.8,61.3,2020-01-25 02:08:30
1,98.4,306,659.8,59.7,2020-01-25 02:08:34
1,97.84,306,659.8,61.8,2020-01-25 02:08:39
1,97.84,304,659.8,61.5,2020-01-25 02:08:43
1,97.72,309,659.8,61.8,2020-01-25 02:08:47
1,98,305,659.8,65.5,2020-01-25 02:08:51
0,98,306,659.8,62.8,2020-01-25 02:08:57
1,97.96,310,659.8,63,2020-01-25 02:09:01
0,98.08,304,659.8,60.1,2020-01-25 02:09:05
0,97.92,310,659.8,61,2020-01-25 02:09:10
0,97.68,320,659.8,60.9,2020-01-25 02:09:18
0,97.76,310,659.8,60.1,2020-01-25 02:09:22
1,98.04,311,659.8,60.2,2020-01-25 02:09:41
1,97.8,306,659.8,60.2,2020-01-25 02:09:46
1,97.8,314,659.8,61.7,2020-01-25 02:09:54
1,97.96,317,659.8,61,2020-01-25 02:09:59
1,97.92,309,659.8,58.6,2020-01-25 02:10:04
1,97.96,314,659.8,61.8,2020-01-25 02:10:08
1,97.96,307,659.8,61.5,2020-01-25 02:10:13
1,97.96,308,659.8,61.8,2020-01-25 02:10:17
1,98.04,310,659.8,61.3,2020-01-25 02:10:21
1,98.04,306,659.8,61.5,2020-01-25 02:10:28
1,98.08,315,659.8,60.1,2020-01-25 02:10:36
1,97.92,308,659.8,62.1,2020-01-25 02:10:44
1,98.08,308,659.8,61,2020-01-25 02:10:48
1,98.24,306,659.8,59.4,2020-01-25 02:10:52
1,98.12,311,659.8,60.2,2020-01-25 02:10:57
0,98.24,310,659.8,61.8,2020-01-25 02:11:01
1,98.16,315,659.8,60.1,2020-01-25 02:11:05
1,98.04,311,659.8,57.6,2020-01-25 02:11:09
1,98.2,307,659.8,61.8,2020-01-25 02:11:14
0,98.2,313,659.8,64.2,2020-01-25 02:11:18
1,97.96,307,659.8,64.4,2020-01-25 02:11:22
1,98,318,659.8,60.2,2020-01-25 02:11:28
1,98.12,311,659.8,60.4,2020-01-25 02:11:36
1,98.32,308,659.8,61.2,2020-01-25 02:11:44
1,98.16,314,659.8,60.2,2020-01-25 02:11:50
1,98.36,310,659.8,61.8,2020-01-25 02:11:54
1,98.28,311,659.8,60.1,2020-01-25 02:11:59
1,98.24,326,659.8,61,2020-01-25 02:12:04
1,98.32,313,659.8,61.8,2020-01-25 02:12:09
1,98.2,320,659.8,60.4,2020-01-25 02:12:13
1,98.28,318,659.8,60.2,2020-01-25 02:12:18
1,98.16,317,659.8,60.4,2020-01-25 02:12:22
1,98.2,317,659.8,63.4,2020-01-25 02:12:26
1,98.32,315,659.8,61.3,2020-01-25 02:12:33
1,98.32,312,659.8,60.1,2020-01-25 02:12:38
0,98.4,315,659.8,60.5,2020-01-25 02:12:42
0,98.48,309,659.8,60.4,2020-01-25 02:12:46
1,98.32,318,659.8,61,2020-01-25 02:12:50
1,98.4,314,659.8,60.2,2020-01-25 02:12:54
1,98.24,316,659.8,60.1,2020-01-25 02:12:59
1,98.4,316,659.8,61.2,2020-01-25 02:13:03
0,98.28,315,659.8,60.4,2020-01-25 02:13:07
0,98.44,323,659.8,60.2,2020-01-25 02:13:11
1,98.56,316,659.8,60.4,2020-01-25 02:13:15
1,98.36,318,659.8,59.7,2020-01-25 02:13:20
1,98.04,316,659.8,62.6,2020-01-25 02:13:24
1,98.44,322,659.8,60.2,2020-01-25 02:13:28
0,98.32,317,659.8,60.2,2020-01-25 02:13:32
0,98.4,313,659.8,61,2020-01-25 02:13:37
1,98.32,315,659.8,57.2,2020-01-25 02:13:41
1,98.36,314,659.8,60.7,2020-01-25 02:13:45
0,98.44,314,659.8,60.7,2020-01-25 02:13:49
0,98.48,311,659.8,55.7,2020-01-25 02:13:54
1,98.52,318,659.8,60.1,2020-01-25 02:13:58
0,98.4,315,659.8,60.4,2020-01-25 02:14:02
0,98.44,320,659.8,61.5,2020-01-25 02:14:06
0,98.56,322,659.8,60.7,2020-01-25 02:14:11
0,98.48,320,659.8,61.3,2020-01-25 02:14:15
1,98.44,316,659.8,61.5,2020-01-25 02:14:19
1,98.44,315,659.8,61.8,2020-01-25 02:14:24
1,98.44,313,659.8,61,2020-01-25 02:14:28
0,98.6,317,659.8,60.2,2020-01-25 02:14:32
0,98.48,320,659.8,60.4,2020-01-25 02:14:36
1,98.64,314,659.8,63.8,2020-01-25 02:14:40
1,98.44,320,659.8,60.9,2020-01-25 02:14:45
0,98.52,320,659.8,61.8,2020-01-25 02:14:49
1,98.6,317,659.8,60.2,2020-01-25 02:14:53
1,98.6,316,659.8,61.8,2020-01-25 02:14:57
1,98.56,315,659.8,62.6,2020-01-25 02:15:02
1,98.6,318,659.8,60.1,2020-01-25 02:15:06
1,98.44,319,659.8,60.7,2020-01-25 02:15:10
0,98.56,315,659.8,61,2020-01-25 02:15:14
0,98.48,320,659.8,62.3,2020-01-25 02:15:19
0,98.36,320,659.8,61.7,2020-01-25 02:15:23
0,98.4,320,659.8,60.4,2020-01-25 02:15:27
0,98.56,317,659.8,60.9,2020-01-25 02:15:31
1,98.6,320,659.8,64.1,2020-01-25 02:15:36
1,98.6,318,659.8,60.9,2020-01-25 02:15:40
1,98.68,320,659.8,59.9,2020-01-25 02:15:44
0,98.68,316,659.8,62.6,2020-01-25 02:15:48
1,98.68,326,659.8,61.2,2020-01-25 02:15:53
1,98.6,316,659.8,60.1,2020-01-25 02:15:59
1,98.64,320,659.8,63.4,2020-01-25 02:16:03
1,98.72,320,659.8,60.2,2020-01-25 02:16:07
1,98.6,316,659.8,60.4,2020-01-25 02:16:11
1,98.6,320,659.8,61.5,2020-01-25 02:16:16
1,98.52,317,659.8,61.3,2020-01-25 02:16:20
0,98.6,318,659.8,61.3,2020-01-25 02:16:25
0,98.52,320,659.8,59.6,2020-01-25 02:16:29
1,98.56,317,659.8,61,2020-01-25 02:16:33
1,98.64,319,659.8,60.2,2020-01-25 02:16:37
1,98.48,318,659.8,60.7,2020-01-25 02:16:42
1,98.56,315,659.8,61.8,2020-01-25 02:16:46
1,98.56,323,659.8,62.8,2020-01-25 02:16:50
0,98.48,336,659.8,64.6,2020-01-25 02:16:55
0,98.64,320,659.8,61.3,2020-01-25 02:16:59
1,98.56,321,659.8,60.7,2020-01-25 02:17:07
1,98.52,320,659.8,60.9,2020-01-25 02:17:12
1,98.56,315,659.8,61,2020-01-25 02:17:16
0,98.48,320,659.8,62.5,2020-01-25 02:17:20
0,98.4,321,659.8,61.8,2020-01-25 02:17:24
1,98.4,323,659.8,58.6,2020-01-25 02:17:29
0,98.28,318,659.8,60.9,2020-01-25 02:17:33
1,98.52,314,659.8,59.4,2020-01-25 02:17:37
1,98.52,313,659.8,62,2020-01-25 02:17:41
1,98.56,316,659.8,61.2,2020-01-25 02:17:45
1,98.64,318,659.8,61.7,2020-01-25 02:17:50
1,98.64,318,659.8,61,2020-01-25 02:17:54
1,98.44,319,659.8,63.1,2020-01-25 02:17:59
1,98.48,318,659.8,61.5,2020-01-25 02:18:03
0,98.56,317,659.8,60.7,2020-01-25 02:18:07
1,98.4,321,659.8,61.7,2020-01-25 02:18:11
1,98.48,319,659.8,60.7,2020-01-25 02:18:16
0,98.52,325,659.8,64.2,2020-01-25 02:18:20
0,98.6,320,659.8,61.2,2020-01-25 02:18:24
1,98.68,321,659.8,60.7,2020-01-25 02:18:28
1,98.36,318,659.8,60.2,2020-01-25 02:18:33
1,98.44,320,659.8,61,2020-01-25 02:18:37
1,98.44,317,659.8,59.9,2020-01-25 02:18:42
1,98.4,314,659.8,60.1,2020-01-25 02:18:47
0,98.48,319,659.8,60.7,2020-01-25 02:18:52
0,98.56,320,659.8,61.7,2020-01-25 02:18:56
1,98.56,321,659.8,61.5,2020-01-25 02:19:00
1,98.4,320,659.8,61.7,2020-01-25 02:19:05
1,98.64,309,659.8,59.7,2020-01-25 02:19:10
1,98.76,317,659.8,60.4,2020-01-25 02:19:14
0,98.68,319,659.8,61.2,2020-01-25 02:19:18
0,98.68,320,659.8,62,2020-01-25 02:19:23
1,98.64,320,659.8,61.8,2020-01-25 02:19:27
1,98.68,317,659.8,61,2020-01-25 02:19:31
1,99.08,317,659.8,60.1,2020-01-25 02:19:37
